노선,기종점,월,정류장순번,정류장,이용자유형,합계,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,00,04,01,02,03
519,기점(미정차) - 신창아파트,202307.0,51.0,제물포역,청소년,467,0,3,17,18,8,9,18,16,28,20,53,55,55,27,32,27,47,21,13,0.0,,,,
519,기점(미정차) - 신창아파트,202308.0,53.0,숭의2동행정복지센터,청소년,106,0,0,10,29,13,3,2,3,3,4,3,9,13,4,3,1,1,5,0,0.0,,,,
519,기점(미정차) - 신창아파트,202309.0,15.0,동인천역,청소년,791,0,1,4,36,13,9,16,28,25,18,92,221,99,58,33,55,40,25,18,0.0,,,,
519,기점(미정차) - 신창아파트,202310.0,5.0,토지금고시장,청소년,185,0,1,65,17,7,6,6,9,6,4,6,6,8,13,5,8,10,8,0,0.0,,,,
519,기점(미정차) - 신창아파트,202311.0,41.0,학산사거리,청소년,76,0,0,4,2,8,1,0,2,1,1,8,25,12,4,2,1,5,0,0,0.0,,,,
519,기점(미정차) - 신창아파트,202312.0,15.0,동인천역,청소년,816,0,0,8,48,8,6,9,108,37,29,110,184,62,55,34,50,32,17,19,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202301.0,28.0,원흥아파트,경로,349,4,17,6,41,38,35,40,20,31,29,19,19,25,9,4,5,4,1,2,0.0,0.0,,,
8,인천대학교공과대학 - 인천대학교공과대학,202302.0,28.0,원흥아파트,경로,335,6,16,3,40,35,34,32,25,38,12,22,25,28,11,2,5,1,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202303.0,28.0,원흥아파트,경로,451,12,18,14,44,44,42,40,44,37,38,23,31,30,20,8,2,1,1,2,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202304.0,40.0,인하대역(7번출구),경로,456,7,1,3,14,38,29,47,34,37,37,28,33,27,26,19,20,33,15,8,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202305.0,105.0,(구)시민회관사거리,경로,627,27,21,22,36,41,43,31,33,53,34,46,79,51,32,32,24,13,6,3,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202306.0,43.0,학익사거리(동아풍림아파트),경로,211,2,0,4,27,40,19,25,20,14,14,18,8,9,4,3,2,1,1,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202307.0,79.0,송내역남부,경로,1260,38,29,19,18,44,57,85,95,81,95,99,117,119,85,86,91,53,49,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202308.0,103.0,석바위,경로,502,7,7,36,11,46,45,44,38,27,21,42,72,42,14,13,14,14,5,4,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202309.0,79.0,송내역남부,경로,1292,17,26,35,20,38,58,81,78,99,102,119,138,114,93,97,97,37,43,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202310.0,79.0,송내역남부,경로,1584,17,31,36,16,56,67,115,97,94,124,135,148,171,142,134,87,60,54,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202311.0,79.0,송내역남부,경로,1347,18,25,27,27,47,57,100,85,89,101,97,131,164,124,101,69,49,34,2,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202312.0,79.0,송내역남부,경로,1394,17,28,23,23,52,61,103,97,105,96,115,152,155,107,84,76,58,42,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202301.0,31.0,현대4차아파트,국가유공자,14,0,0,0,4,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
8,인천대학교공과대학 - 인천대학교공과대학,202302.0,11.0,송도풍림아이원2단지,국가유공자,22,0,3,0,2,5,2,2,0,0,2,2,1,2,0,0,1,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202303.0,11.0,송도풍림아이원2단지,국가유공자,25,1,0,0,0,6,3,2,0,1,1,6,1,1,2,0,1,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202304.0,31.0,현대4차아파트,국가유공자,17,0,0,1,2,9,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202305.0,74.0,인천대공원,국가유공자,17,0,0,0,0,8,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202306.0,74.0,인천대공원,국가유공자,17,0,0,0,0,12,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202307.0,31.0,현대4차아파트,국가유공자,17,0,0,0,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202308.0,15.0,동막역(1번출구),국가유공자,123,0,5,3,24,15,6,15,11,1,0,8,4,18,0,4,4,1,4,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202309.0,15.0,동막역(1번출구),국가유공자,139,0,0,1,38,19,8,21,9,4,2,5,3,16,1,1,1,0,10,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202310.0,15.0,동막역(1번출구),국가유공자,153,0,0,11,37,22,7,17,7,2,1,13,2,14,0,1,8,0,11,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202311.0,15.0,동막역(1번출구),국가유공자,143,0,1,1,31,20,8,23,7,2,2,11,2,16,0,1,5,2,11,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202312.0,15.0,동막역(1번출구),국가유공자,104,0,0,0,7,18,6,9,11,2,1,9,1,13,3,2,9,4,9,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202301.0,55.0,석바위시장역,어린이,17,0,0,0,0,7,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,,,
8,인천대학교공과대학 - 인천대학교공과대학,202302.0,67.0,만수주공4단지,어린이,38,0,0,3,3,20,2,1,2,0,2,1,0,1,3,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202303.0,86.0,아주아파트.미추홀학교,어린이,28,0,0,0,1,6,1,0,0,2,4,0,2,5,1,3,0,3,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202304.0,123.0,송도재래시장,어린이,13,0,0,0,0,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202305.0,110.0,제운사거리(청년창업특화거리),어린이,36,0,0,1,7,15,0,2,2,1,0,0,4,2,2,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202306.0,32.0,쌍용아파트,어린이,28,0,0,1,0,6,0,2,0,0,3,3,5,5,1,1,0,0,1,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202307.0,88.0,만수4동주민센터,어린이,77,0,0,0,1,8,5,3,6,5,12,19,8,3,1,5,1,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202308.0,4.0,인천대입구역,어린이,55,0,0,0,4,9,3,3,3,3,1,16,1,5,0,4,3,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202309.0,4.0,인천대입구역,어린이,57,0,1,0,1,7,2,1,1,0,9,10,6,4,12,1,2,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202310.0,50.0,국민건강보험남부지사,어린이,53,0,0,1,3,16,0,1,1,2,0,1,7,2,4,13,2,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202311.0,141.0,동막역(3번출구),어린이,68,0,0,5,3,14,1,1,2,2,6,10,11,6,5,0,1,1,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202312.0,79.0,송내역남부,어린이,202,1,0,2,18,7,1,2,4,5,11,20,17,29,40,26,7,7,5,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202301.0,151.0,인천대입구역,일반인,11875,11,424,936,1859,1504,818,699,658,580,554,396,502,398,438,312,332,402,413,441,198.0,0.0,,,
8,인천대학교공과대학 - 인천대학교공과대학,202302.0,151.0,인천대입구역,일반인,11295,9,342,763,1958,1677,1002,851,690,615,560,360,361,295,344,274,289,242,247,269,147.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202303.0,151.0,인천대입구역,일반인,30908,11,404,1070,2706,2860,4266,3850,2815,3070,2370,916,720,1195,723,618,623,756,811,780,344.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202304.0,151.0,인천대입구역,일반인,27807,14,373,1029,2571,2184,3681,3469,2325,2928,1878,973,723,1149,754,610,555,725,785,785,296.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202305.0,151.0,인천대입구역,일반인,35489,14,427,1295,2882,2765,4640,3878,3396,3663,3005,1260,1109,1647,1043,1016,833,811,825,682,298.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202306.0,151.0,인천대입구역,일반인,24767,8,538,1150,2942,2632,2907,2505,2156,2111,1904,894,709,845,587,513,441,574,580,521,250.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202307.0,151.0,인천대입구역,일반인,14418,3,420,966,2683,1772,1191,801,843,781,683,477,439,502,467,462,391,404,478,409,246.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202308.0,152.0,인천대입구역,일반인,13302,7,498,824,3154,1682,1076,738,642,685,577,490,404,382,316,338,362,319,334,309,165.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202309.0,152.0,인천대입구역,일반인,27929,22,471,1083,2932,2244,3608,3681,2602,2652,2197,872,750,948,649,512,541,630,781,502,252.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202310.0,152.0,인천대입구역,일반인,27672,11,367,1230,2269,2547,3257,3502,2661,2581,2282,1094,835,1053,728,695,613,584,641,477,245.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202311.0,152.0,인천대입구역,일반인,30433,6,377,1050,2528,2485,4369,4147,2915,2943,2399,1003,839,1087,754,626,620,609,742,595,339.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202312.0,152.0,인천대입구역,일반인,23501,20,400,1006,2408,2457,2432,2719,2122,2105,1849,815,808,802,590,517,472,573,627,460,319.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202301.0,98.0,인천시청후문,장애인,31,0,0,0,2,16,0,0,3,1,2,0,1,3,2,1,0,0,0,0,0.0,0.0,,,
8,인천대학교공과대학 - 인천대학교공과대학,202302.0,127.0,현대3차아파트,장애인,21,0,0,0,0,17,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202303.0,48.0,석락아파트,장애인,71,0,0,0,3,23,3,4,6,6,1,5,4,13,0,2,0,1,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202304.0,48.0,석락아파트,장애인,54,0,1,1,2,20,2,2,4,1,7,2,4,5,2,0,1,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202305.0,48.0,석락아파트,장애인,50,0,0,2,0,17,3,4,4,3,2,4,4,2,3,0,2,0,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202306.0,127.0,현대3차아파트,장애인,37,0,0,0,0,15,0,2,0,2,0,1,1,2,9,1,1,2,1,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202307.0,11.0,송도풍림아이원2단지,장애인,66,3,0,2,6,14,6,2,11,7,7,1,1,1,2,0,2,1,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202308.0,128.0,현대3차아파트,장애인,38,1,0,0,0,19,3,0,0,2,1,2,1,1,5,2,0,0,1,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202309.0,141.0,동막역(3번출구),장애인,61,0,0,1,2,16,6,4,5,1,2,4,4,8,6,1,0,1,0,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202310.0,20.0,나사렛국제병원앞,장애인,77,1,2,0,0,17,15,8,1,0,4,8,2,4,1,1,11,0,1,1,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202311.0,128.0,현대3차아파트,장애인,29,0,0,0,0,21,1,0,1,3,0,2,0,0,0,0,0,0,0,1,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202312.0,11.0,송도풍림아이원2단지,장애인,68,0,1,1,11,20,1,2,6,6,1,3,3,2,3,3,0,3,2,0,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202301.0,127.0,현대3차아파트,청소년,784,1,0,24,42,75,39,39,62,40,57,63,114,97,65,35,12,13,5,1,0.0,0.0,,,
8,인천대학교공과대학 - 인천대학교공과대학,202302.0,151.0,인천대입구역,청소년,548,0,1,17,56,198,138,27,12,13,15,12,18,13,5,11,6,2,2,2,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202303.0,151.0,인천대입구역,청소년,2680,0,9,31,247,301,295,423,280,198,217,64,69,103,64,65,58,69,77,82,28.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202304.0,151.0,인천대입구역,청소년,2129,3,8,39,193,194,221,310,189,213,179,74,54,69,52,47,47,84,60,74,19.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202305.0,151.0,인천대입구역,청소년,2468,2,10,38,151,197,269,279,272,282,226,92,81,104,65,93,70,82,73,57,25.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202306.0,151.0,인천대입구역,청소년,1182,1,4,30,87,127,123,165,113,87,136,48,38,35,27,28,21,29,38,32,13.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202307.0,140.0,동막역(3번출구),청소년,1030,1,1,21,59,71,45,47,66,88,53,62,100,183,102,39,32,22,18,20,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202308.0,141.0,동막역(3번출구),청소년,1166,0,1,16,71,80,48,44,59,105,71,62,130,234,98,60,27,27,18,13,2.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202309.0,105.0,(구)시민회관사거리,청소년,949,1,6,59,136,87,70,26,28,45,27,31,87,104,44,32,30,26,91,19,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202310.0,141.0,동막역(3번출구),청소년,1272,0,1,46,120,106,40,66,58,93,67,51,96,270,114,64,40,11,17,9,3.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202311.0,15.0,동막역(1번출구),청소년,1425,0,8,73,554,53,22,52,45,33,42,51,144,89,68,55,34,39,46,17,0.0,,,,
8,인천대학교공과대학 - 인천대학교공과대학,202312.0,15.0,동막역(1번출구),청소년,1526,0,3,96,463,66,31,43,48,47,71,80,94,109,90,73,64,54,67,27,0.0,,,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202301.0,25.0,서초힐스아파트,경로,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202302.0,6.0,장미아파트,경로,9,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202303.0,3.0,원흥아파트,경로,67,1,0,6,18,4,6,1,1,4,1,6,4,4,4,4,3,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202304.0,3.0,원흥아파트,경로,52,2,2,3,9,2,1,0,6,2,3,6,5,4,2,1,3,0,1,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202305.0,3.0,원흥아파트,경로,52,0,2,2,18,3,0,4,2,1,4,3,6,3,1,1,1,1,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202306.0,3.0,원흥아파트,경로,60,2,3,1,14,4,3,6,3,3,4,6,0,2,0,2,1,2,3,1,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202307.0,3.0,원흥아파트,경로,54,2,2,2,12,7,3,3,4,0,2,3,2,4,1,3,2,2,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202308.0,3.0,원흥아파트,경로,58,0,3,3,21,5,2,3,2,1,5,0,1,2,3,2,2,2,0,1,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202309.0,4.0,인하대역(7번출구),경로,49,1,0,3,5,5,2,0,2,2,13,7,2,1,4,0,0,0,2,0,0.0,0.0,0.0,0.0,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202310.0,3.0,원흥아파트,경로,68,1,0,1,3,18,3,6,1,2,8,7,5,2,1,6,2,2,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202311.0,3.0,원흥아파트,경로,62,1,1,0,9,15,0,1,4,4,2,3,5,4,2,4,3,1,2,1,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202312.0,3.0,원흥아파트,경로,56,0,0,0,8,4,3,5,5,2,5,2,4,5,2,3,5,0,2,1,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202301.0,3.0,원흥아파트,국가유공자,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202302.0,1.0,송도파크자이,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202303.0,3.0,원흥아파트,국가유공자,4,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202304.0,7.0,학익시장(법원검찰청),국가유공자,4,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202305.0,7.0,학익시장(법원검찰청),국가유공자,5,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202306.0,31.0,양재역,국가유공자,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202307.0,3.0,원흥아파트,국가유공자,6,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202308.0,28.0,교대역,국가유공자,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202309.0,0.0,송도파크레인동일하이빌,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202310.0,31.0,양재역,국가유공자,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202311.0,2.0,송도유원지(도로교통공단),국가유공자,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202312.0,0.0,송도파크레인동일하이빌,국가유공자,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202301.0,4.0,인하대역(7번출구),어린이,21,0,0,1,4,2,4,2,5,1,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202302.0,4.0,인하대역(7번출구),어린이,36,0,0,6,5,6,7,5,2,2,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202303.0,7.0,학익시장(법원검찰청),어린이,5,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202304.0,0.0,송도파크레인동일하이빌,어린이,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202305.0,4.0,인하대역(7번출구),어린이,16,0,0,0,6,2,3,0,1,0,0,1,1,1,0,0,0,1,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202306.0,4.0,인하대역(7번출구),어린이,15,0,0,0,2,1,2,3,1,1,1,2,1,0,1,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202307.0,3.0,원흥아파트,어린이,11,0,0,3,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202308.0,4.0,인하대역(7번출구),어린이,16,0,0,0,4,3,5,0,0,0,1,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202309.0,4.0,인하대역(7번출구),어린이,20,0,0,0,2,7,0,1,2,0,1,3,0,0,3,0,0,1,0,0,0.0,0.0,0.0,0.0,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202310.0,4.0,인하대역(7번출구),어린이,16,0,0,1,4,2,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202311.0,8.0,법원.검찰청,어린이,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202312.0,4.0,인하대역(7번출구),어린이,13,0,0,2,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202301.0,4.0,인하대역(7번출구),일반인,6602,466,1000,671,449,313,369,445,400,386,332,329,325,247,265,143,127,171,94,70,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202302.0,4.0,인하대역(7번출구),일반인,6684,484,976,674,514,297,408,465,386,364,329,288,401,157,270,150,175,151,133,62,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202303.0,43.0,하늘휴게소,일반인,2919,0,46,203,115,341,140,204,232,133,101,87,123,154,123,243,271,167,131,82,21.0,0.0,2.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202304.0,4.0,인하대역(7번출구),일반인,7467,423,1013,724,472,288,402,442,334,522,277,509,596,192,442,194,229,193,128,87,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202305.0,4.0,인하대역(7번출구),일반인,8072,483,936,915,492,290,379,434,285,526,327,592,681,251,556,192,219,231,201,82,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202306.0,4.0,인하대역(7번출구),일반인,7313,473,1014,900,552,282,352,470,282,490,267,455,515,182,308,156,186,202,151,76,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202307.0,4.0,인하대역(7번출구),일반인,7666,573,1215,961,577,372,374,485,303,522,287,374,450,172,285,146,141,180,180,69,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202308.0,4.0,인하대역(7번출구),일반인,7096,557,1127,910,531,325,332,431,255,454,266,386,439,175,324,126,123,149,126,60,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202309.0,4.0,인하대역(7번출구),일반인,7522,499,1153,579,511,376,320,440,316,426,318,582,447,310,457,157,212,201,152,65,1.0,0.0,0.0,0.0,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202310.0,4.0,인하대역(7번출구),일반인,7095,514,1121,453,471,291,376,432,389,381,364,479,445,247,338,162,195,195,174,68,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202311.0,4.0,인하대역(7번출구),일반인,7388,476,1041,643,492,273,329,426,326,456,305,571,573,265,417,181,226,201,113,74,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202312.0,4.0,인하대역(7번출구),일반인,6745,440,840,741,451,300,328,437,282,542,287,451,484,173,312,149,174,198,87,69,0.0,0.0,0.0,,
9200,송도파크레인동일하이빌 - 송도파크레인동일하이빌,202301.0,3.0,원흥아파트,장애인,8,0,0,0,2,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,0.0,,
