노선,기종점,월,정류장순번,정류장,이용자유형,합계,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,00,04,01,02,03
111-2,동춘동차고지 - 동춘동차고지,202308.0,127.0,롯데백화점(인천터미널),일반인,11002,73,80,116,261,258,322,438,533,583,656,886,898,898,999,909,1045,975,939,133,0.0,,,,
111-2,동춘동차고지 - 동춘동차고지,202309.0,127.0,롯데백화점(인천터미널),일반인,11145,77,105,183,235,247,365,523,520,617,634,841,827,876,1030,980,1117,963,886,119,,,,,
111-2,동춘동차고지 - 동춘동차고지,202310.0,127.0,롯데백화점(인천터미널),일반인,11789,89,61,157,287,315,326,515,559,675,759,934,936,1077,1031,1001,1126,934,878,129,,,,,
111-2,동춘동차고지 - 동춘동차고지,202311.0,127.0,롯데백화점(인천터미널),일반인,11467,85,47,169,237,323,386,434,608,605,744,936,907,1002,1080,904,1091,981,844,84,,,,,
111-2,동춘동차고지 - 동춘동차고지,202312.0,127.0,롯데백화점(인천터미널),일반인,11566,117,74,173,248,248,311,450,496,619,688,983,961,1014,990,944,1196,962,954,138,,,,,
111-2,동춘동차고지 - 동춘동차고지,202301.0,120.0,간석오거리(인천웨딩홀),장애인,25,0,0,0,1,0,0,0,0,2,0,1,13,6,1,0,0,1,0,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202302.0,19.0,인하대정문,장애인,13,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202303.0,23.0,법원.검찰청,장애인,59,0,0,0,0,3,2,9,23,2,1,2,9,5,0,0,0,0,3,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202304.0,141.0,동양화학,장애인,10,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202305.0,23.0,법원.검찰청,장애인,43,0,0,0,0,0,3,3,7,7,0,3,7,7,3,0,1,0,2,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202306.0,120.0,간석오거리(인천웨딩홀),장애인,18,0,0,0,0,0,1,0,0,1,1,2,7,4,1,0,1,0,0,0,0.0,,,,
111-2,동춘동차고지 - 동춘동차고지,202307.0,40.0,보훈회관,장애인,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202308.0,23.0,법원.검찰청,장애인,22,0,0,0,0,2,2,1,1,1,1,3,6,3,0,0,0,0,2,0,0.0,,,,
111-2,동춘동차고지 - 동춘동차고지,202309.0,23.0,법원.검찰청,장애인,20,0,0,0,0,0,2,1,0,1,0,2,6,1,0,0,0,1,6,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202310.0,23.0,법원.검찰청,장애인,26,0,1,0,1,2,1,1,0,1,5,2,5,2,1,0,0,0,4,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202311.0,124.0,길병원,장애인,50,0,3,1,4,6,7,5,4,3,3,3,9,1,0,0,0,0,1,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202312.0,124.0,길병원,장애인,47,0,4,1,0,3,1,4,6,3,5,3,9,4,0,2,0,1,1,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202301.0,127.0,롯데백화점(인천터미널),청소년,1235,15,6,23,12,9,17,27,40,36,54,85,105,113,150,107,118,157,147,14,,,,,
111-2,동춘동차고지 - 동춘동차고지,202302.0,127.0,롯데백화점(인천터미널),청소년,1151,12,10,9,16,9,10,22,37,45,59,93,97,128,129,114,115,120,107,19,,,,,
111-2,동춘동차고지 - 동춘동차고지,202303.0,14.0,현대3차아파트,청소년,1348,0,6,144,118,48,45,39,57,42,36,198,251,162,47,29,17,48,61,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202304.0,15.0,옥골사거리,청소년,431,0,0,0,1,0,11,24,9,0,0,59,232,57,13,4,6,13,2,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202305.0,13.0,원흥아파트,청소년,1270,0,24,172,135,32,35,35,57,62,49,98,181,154,92,48,46,25,25,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202306.0,14.0,현대3차아파트,청소년,1236,1,7,99,112,32,21,39,37,53,32,144,227,130,76,65,37,54,70,0,0.0,,,,
111-2,동춘동차고지 - 동춘동차고지,202307.0,14.0,현대3차아파트,청소년,1037,2,9,70,82,34,24,60,125,128,37,76,123,81,55,24,27,42,38,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202308.0,138.0,장미아파트,청소년,345,0,1,47,10,5,1,4,1,2,10,21,141,62,13,13,8,1,4,1,0.0,,,,
111-2,동춘동차고지 - 동춘동차고지,202309.0,15.0,옥골사거리,청소년,429,0,0,0,10,0,2,4,2,11,3,44,222,120,1,0,2,7,1,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202310.0,140.0,인하대역(1번출구),청소년,917,0,0,54,90,24,9,11,29,50,33,80,159,102,59,58,49,52,47,11,,,,,
111-2,동춘동차고지 - 동춘동차고지,202311.0,15.0,옥골사거리,청소년,370,0,0,1,14,8,2,21,8,20,2,35,198,50,2,1,2,4,2,0,,,,,
111-2,동춘동차고지 - 동춘동차고지,202312.0,14.0,현대3차아파트,청소년,1076,1,5,78,78,17,33,26,95,116,60,108,165,114,44,44,28,40,24,0,,,,,
13,신흥교통 - 신흥교통,202301.0,5.0,미송초등학교,경로,76,0,0,0,2,1,2,4,5,6,3,4,43,4,1,0,1,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202302.0,5.0,미송초등학교,경로,92,0,0,2,1,1,0,5,13,7,7,3,40,6,4,2,1,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202303.0,5.0,미송초등학교,경로,96,0,0,0,1,7,1,4,19,11,2,5,44,0,0,2,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202304.0,5.0,미송초등학교,경로,93,0,1,0,1,3,3,8,21,8,2,2,41,1,1,1,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202305.0,5.0,미송초등학교,경로,104,0,1,0,3,6,2,5,18,12,3,0,44,4,2,0,3,1,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202306.0,5.0,미송초등학교,경로,101,0,1,0,4,2,0,6,21,8,2,3,41,8,1,0,1,1,2,0,0.0,,,,
13,신흥교통 - 신흥교통,202307.0,5.0,미송초등학교,경로,101,1,0,2,0,1,2,2,20,15,5,4,40,6,2,0,1,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202308.0,5.0,미송초등학교,경로,89,0,0,0,0,4,2,3,22,6,4,2,42,1,2,0,0,1,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202309.0,5.0,미송초등학교,경로,99,0,0,0,0,5,2,4,26,7,1,4,46,1,0,1,0,1,1,0,0.0,,,,
13,신흥교통 - 신흥교통,202310.0,5.0,미송초등학교,경로,102,0,2,0,4,2,3,2,28,8,1,4,44,1,1,1,0,0,1,0,0.0,,,,
13,신흥교통 - 신흥교통,202311.0,180.0,도화오거리,경로,89,0,5,0,1,4,7,17,11,3,5,5,28,1,1,0,1,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202312.0,6.0,미송초등학교,경로,77,0,1,1,1,4,0,4,19,2,1,4,38,2,0,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202301.0,21.0,용현3동행정복지센터.보훈병원,국가유공자,33,0,0,0,2,2,1,7,2,4,4,3,3,4,1,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202302.0,18.0,숭의로터리,국가유공자,27,0,0,0,1,0,4,0,9,3,2,3,5,0,0,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202303.0,180.0,도화오거리,국가유공자,36,0,0,0,2,1,2,1,3,0,0,2,11,2,0,6,1,5,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202304.0,180.0,도화오거리,국가유공자,28,0,0,0,0,1,1,1,0,0,0,12,10,1,2,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202305.0,21.0,용현3동행정복지센터.보훈병원,국가유공자,37,0,0,0,0,5,3,7,2,3,2,2,10,2,0,0,0,1,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202306.0,180.0,도화오거리,국가유공자,32,0,0,1,0,2,1,4,1,1,1,13,7,0,1,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202307.0,180.0,도화오거리,국가유공자,27,0,0,0,0,2,1,0,2,1,1,0,10,2,0,4,4,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202308.0,180.0,도화오거리,국가유공자,21,0,0,0,0,0,0,0,0,1,2,12,5,0,0,0,1,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202309.0,21.0,용현3동행정복지센터.보훈병원,국가유공자,35,0,0,0,0,1,4,6,4,3,5,5,6,0,1,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202310.0,21.0,용현3동행정복지센터.보훈병원,국가유공자,50,0,0,0,0,4,8,8,7,3,11,3,4,0,1,1,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202311.0,180.0,도화오거리,국가유공자,33,0,0,1,0,8,1,0,1,2,0,2,8,1,0,6,3,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202312.0,23.0,용현3동행정복지센터.보훈병원,국가유공자,39,0,0,0,0,1,4,8,3,1,10,3,8,1,0,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202301.0,11.0,중구문화회관,어린이,67,0,0,0,0,0,0,0,2,0,0,0,41,16,8,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202302.0,11.0,중구문화회관,어린이,87,0,0,0,1,0,3,0,0,0,0,0,53,22,8,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202303.0,101.0,가현중학교,어린이,40,0,0,0,0,1,1,0,0,1,2,4,13,4,13,1,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202304.0,16.0,인하대병원,어린이,62,0,0,0,1,0,1,1,0,9,1,17,8,1,2,12,7,1,1,0,0.0,,,,
13,신흥교통 - 신흥교통,202305.0,7.0,랜드마크시티센트럴더샵(106동),어린이,22,0,0,0,0,0,0,0,2,0,0,1,19,0,0,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202306.0,39.0,제물포역,어린이,40,0,0,0,0,0,0,0,0,0,1,22,12,1,2,0,0,0,2,0,0.0,,,,
13,신흥교통 - 신흥교통,202307.0,63.0,월드메르디앙아파트,어린이,73,0,0,3,15,1,3,1,3,3,11,17,9,0,1,6,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202308.0,102.0,가현중학교,어린이,45,0,0,0,0,0,0,0,1,1,0,4,12,8,4,15,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202309.0,63.0,월드메르디앙아파트,어린이,65,0,0,2,8,0,0,1,1,4,4,15,21,2,3,3,1,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202310.0,63.0,월드메르디앙아파트,어린이,67,0,0,0,4,0,0,5,5,4,4,10,27,6,2,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202311.0,188.0,주안7동행정복지센터,어린이,43,0,0,0,0,0,1,1,2,0,6,15,15,1,2,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202312.0,65.0,월드메르디앙아파트,어린이,75,0,0,0,12,0,2,1,7,1,9,12,20,5,3,3,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202301.0,5.0,미송초등학교,일반인,1751,86,92,202,166,147,68,86,84,91,60,83,298,102,53,44,41,38,10,0,0.0,,,,
13,신흥교통 - 신흥교통,202302.0,5.0,미송초등학교,일반인,1850,94,119,213,210,129,60,105,115,67,46,76,277,96,104,39,52,25,23,0,0.0,,,,
13,신흥교통 - 신흥교통,202303.0,194.0,인하대후문,일반인,2254,43,45,13,50,41,52,60,108,122,155,213,240,160,215,150,150,129,180,128,0.0,,,,
13,신흥교통 - 신흥교통,202304.0,194.0,인하대후문,일반인,2001,33,6,14,31,51,38,56,109,121,166,156,254,153,185,118,113,127,137,133,0.0,,,,
13,신흥교통 - 신흥교통,202305.0,85.0,검암역(시내방면),일반인,2930,6,18,11,71,54,30,56,63,149,99,140,271,453,478,395,180,275,181,0,0.0,,,,
13,신흥교통 - 신흥교통,202306.0,85.0,검암역(시내방면),일반인,2994,8,22,21,52,63,30,55,81,159,92,158,275,515,477,406,196,248,136,0,0.0,,,,
13,신흥교통 - 신흥교통,202307.0,5.0,미송초등학교,일반인,2106,59,152,276,189,181,54,91,163,102,59,106,270,92,88,90,53,54,27,0,0.0,,,,
13,신흥교통 - 신흥교통,202308.0,5.0,미송초등학교,일반인,1894,61,120,214,185,154,43,96,128,115,52,107,261,101,72,84,48,36,17,0,0.0,,,,
13,신흥교통 - 신흥교통,202309.0,194.0,인하대후문,일반인,2307,46,37,55,28,39,46,83,108,170,114,213,260,219,195,167,143,147,131,106,0.0,,,,
13,신흥교통 - 신흥교통,202310.0,183.0,주안역,일반인,4101,37,142,164,136,128,125,101,137,160,189,208,309,324,446,495,293,300,263,144,0.0,,,,
13,신흥교통 - 신흥교통,202311.0,194.0,인하대후문,일반인,2374,30,16,36,37,60,57,72,145,201,144,203,281,204,193,169,128,153,126,119,0.0,,,,
13,신흥교통 - 신흥교통,202312.0,183.0,주안역,일반인,3775,42,129,177,87,83,86,104,115,146,158,174,289,297,466,473,258,265,314,112,0.0,,,,
13,신흥교통 - 신흥교통,202301.0,61.0,석남신사거리,장애인,14,1,0,0,1,1,0,0,0,0,1,0,4,6,0,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202302.0,28.0,주안7동행정복지센터,장애인,33,0,0,0,10,3,2,2,0,1,1,1,9,0,1,2,0,0,1,0,0.0,,,,
13,신흥교통 - 신흥교통,202303.0,188.0,주안7동행정복지센터,장애인,25,1,0,0,0,0,2,0,1,1,1,2,7,4,1,1,3,1,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202304.0,13.0,항운아파트,장애인,31,0,1,0,2,1,0,0,0,0,0,1,8,11,2,4,1,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202305.0,120.0,서화초등학교(도화e편한세상),장애인,11,0,0,0,0,0,0,0,2,0,0,1,6,0,1,0,0,0,1,0,0.0,,,,
13,신흥교통 - 신흥교통,202306.0,8.0,호반써밋송도,장애인,16,0,0,0,0,1,0,1,1,1,1,3,7,0,1,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202307.0,8.0,호반써밋송도,장애인,26,0,0,0,0,1,0,1,0,0,0,13,10,0,1,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202308.0,13.0,항운아파트,장애인,16,0,0,0,1,0,0,0,1,0,1,0,10,2,1,0,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202309.0,188.0,주안7동행정복지센터,장애인,28,0,0,0,0,0,2,5,2,2,1,3,8,2,1,1,0,0,1,0,0.0,,,,
13,신흥교통 - 신흥교통,202310.0,100.0,가정(루원시티)역,장애인,32,0,9,2,0,2,1,1,2,0,1,3,6,0,1,0,2,2,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202311.0,188.0,주안7동행정복지센터,장애인,21,0,0,0,0,1,0,4,1,2,3,0,5,4,0,1,0,0,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202312.0,41.0,제물포역,장애인,13,0,0,0,0,1,0,0,0,2,0,0,5,2,1,0,1,1,0,0,0.0,,,,
13,신흥교통 - 신흥교통,202301.0,180.0,도화오거리,청소년,150,0,0,3,0,1,3,6,6,6,12,11,26,11,10,13,13,16,12,1,0.0,,,,
13,신흥교통 - 신흥교통,202302.0,178.0,제물포역,청소년,101,0,0,0,0,0,5,1,5,6,11,21,20,5,4,10,7,3,3,0,0.0,,,,
13,신흥교통 - 신흥교통,202303.0,66.0,루원이편한세상하늘채(112동),청소년,425,0,1,59,12,0,2,0,9,2,5,55,179,41,14,6,9,20,5,6,0.0,,,,
13,신흥교통 - 신흥교통,202304.0,178.0,제물포역,청소년,238,0,0,3,3,1,2,3,2,8,21,56,80,18,5,6,16,12,1,1,0.0,,,,
13,신흥교통 - 신흥교통,202305.0,66.0,루원이편한세상하늘채(125동),청소년,366,1,2,50,31,4,6,1,7,0,19,43,116,31,17,7,7,16,6,2,0.0,,,,
13,신흥교통 - 신흥교통,202306.0,66.0,루원이편한세상하늘채(125동),청소년,411,0,5,43,47,1,3,3,2,4,25,30,162,18,21,7,13,22,4,1,0.0,,,,
13,신흥교통 - 신흥교통,202307.0,66.0,루원이편한세상하늘채(125동),청소년,338,0,0,34,33,1,16,73,16,3,4,27,89,15,11,3,6,2,2,3,0.0,,,,
13,신흥교통 - 신흥교통,202308.0,66.0,루원이편한세상하늘채(125동),청소년,337,0,0,19,19,1,7,4,16,3,30,95,110,14,4,6,6,2,1,0,0.0,,,,
13,신흥교통 - 신흥교통,202309.0,66.0,루원이편한세상하늘채(125동),청소년,426,1,0,29,33,1,7,37,14,2,5,101,139,9,12,3,11,17,3,2,0.0,,,,
13,신흥교통 - 신흥교통,202310.0,66.0,루원이편한세상하늘채(125동),청소년,364,0,2,19,29,2,2,0,5,3,82,41,140,11,11,2,5,6,2,2,0.0,,,,
13,신흥교통 - 신흥교통,202311.0,178.0,제물포역,청소년,350,0,0,1,0,4,0,9,1,17,25,86,121,40,15,8,13,7,2,1,0.0,,,,
13,신흥교통 - 신흥교통,202312.0,178.0,제물포역,청소년,324,0,0,0,1,0,4,22,15,21,10,109,67,32,16,9,6,10,1,1,0.0,,,,
1601,인하대후문 - 인하대정문,202301.0,39.0,신촌오거리.현대백화점,경로,6,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,39.0,신촌오거리.현대백화점,경로,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,19.0,약대사거리,경로,7,0,1,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,34.0,서울역,경로,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,46.0,선유고등학교,경로,8,0,1,0,0,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,42.0,홍대입구역,경로,5,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,5.0,석바위,경로,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,14.0,상동역1번출구.부천터미널소풍.홈플러스,경로,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,43.0,서교동,경로,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,16.0,부천시청역1번출구,경로,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202311.0,39.0,신촌오거리.현대백화점,경로,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,39.0,신촌오거리.현대백화점,경로,8,0,0,0,0,2,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,19.0,약대사거리,국가유공자,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,10.0,태화두진아파트,국가유공자,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,12.0,정병원,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,7.0,인천시청후문,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,8.0,구월2동행정복지센터,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,15.0,부천시청역3번출구.경기예고.현대백화점,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,18.0,신중동역6번출구.중흥중학교,국가유공자,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,34.0,서울역,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,5.0,석바위,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,18.0,신중동역6번출구.중흥중학교,국가유공자,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202301.0,3.0,용일사거리,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,42.0,홍대입구역,어린이,8,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,42.0,홍대입구역,어린이,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,0.0,인하대후문,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,55.0,인천미래생활고등학교,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,14.0,상동역1번출구.부천터미널소풍.홈플러스,어린이,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,43.0,서교동,어린이,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,45.0,합정역,어린이,8,0,0,0,0,0,0,1,0,1,0,3,1,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,42.0,홍대입구역,어린이,10,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,1,1,0,0,0.0,0.0,1.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,13.0,인천미래생활고등학교,어린이,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202311.0,14.0,상동역1번출구.부천터미널소풍.홈플러스,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,17.0,계룡리슈빌,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202301.0,42.0,홍대입구역,일반인,2571,0,35,10,61,36,31,55,40,81,39,96,119,85,143,197,280,355,237,312,223.0,0.0,136.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,45.0,합정역,일반인,2307,0,43,7,113,64,29,37,83,81,61,73,118,95,134,121,208,282,210,243,149.0,0.0,156.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,42.0,홍대입구역,일반인,3002,0,67,7,65,33,26,21,56,78,54,89,213,137,191,192,302,421,309,329,239.0,0.0,173.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,0.0,인하대후문,일반인,827,6,0,9,9,8,3,29,49,36,60,32,156,82,86,45,18,60,29,88,0.0,22.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,0.0,인하대후문,일반인,1011,5,1,10,10,5,4,18,46,54,76,11,149,168,76,48,15,67,57,145,0.0,46.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,42.0,홍대입구역,일반인,2614,0,45,1,60,31,17,23,52,69,70,78,158,164,127,214,337,221,281,272,212.0,0.0,182.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,42.0,홍대입구역,일반인,2612,0,60,6,45,21,10,41,53,63,58,90,127,146,139,146,206,347,293,292,252.0,0.0,217.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,42.0,홍대입구역,일반인,2700,0,64,9,38,24,24,24,49,63,64,86,152,98,150,242,298,338,258,321,210.0,0.0,188.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,42.0,홍대입구역,일반인,2810,0,61,8,63,36,33,22,23,42,78,94,145,167,127,162,299,434,318,314,168.0,0.0,216.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,42.0,홍대입구역,일반인,2160,0,58,1,70,10,21,23,36,31,71,76,119,71,103,148,226,308,225,216,108.0,0.0,239.0,0.0,
1601,인하대후문 - 인하대정문,202311.0,42.0,홍대입구역,일반인,1827,0,43,4,50,38,10,20,20,37,46,39,92,14,91,78,192,237,224,233,130.0,0.0,229.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,42.0,홍대입구역,일반인,1857,0,55,1,50,19,22,24,0,64,21,38,101,24,164,16,210,211,190,271,128.0,0.0,248.0,0.0,
1601,인하대후문 - 인하대정문,202301.0,4.0,주안사거리,장애인,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,15.0,부천시청역3번출구.경기예고.현대백화점,장애인,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,1.0,정석항공과학고,장애인,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,46.0,선유고등학교,장애인,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,0.0,인하대후문,장애인,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,15.0,부천시청역3번출구.경기예고.현대백화점,장애인,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0
